Date,State,TotalSamples,Negative,Positive
12-04-2020,Assam,3138,2973,29
14-04-2020,Assam,3491,3267,31
15-04-2020,Assam,3613,3492,32
16-04-2020,Assam,4108,3803,34
17-04-2020,Assam,4236,4024,34
18-04-2020,Assam,4400,4199,34
19-04-2020,Assam,4865,4584,34
20-04-2020,Assam,5112,4937,34
21-04-2020,Assam,5514,5245,34
24-04-2020,Assam,6680,6391,35
25-04-2020,Assam,7159,6781,35
26-04-2020,Assam,7823,7474,35
27-04-2020,Assam,8117,7985,35
29-04-2020,Assam,9520,8771,37
02-05-2020,Assam,11623,10499,42
04-05-2020,Assam,12775,11764,42
05-05-2020,Assam,13442,12533,43
09-05-2020,Assam,16167,15076,59
10-05-2020,Assam,18002,16236,62
11-05-2020,Assam,19589,17813,64
12-05-2020,Assam,21791,19211,64
14-05-2020,Assam,25824,23178,86
15-05-2020,Assam,28178,25431,86
16-05-2020,Assam,31276,28332,91
17-05-2020,Assam,34376,32035,97
18-05-2020,Assam,37898,35159,106
19-05-2020,Assam,41116,38138,141
20-05-2020,Assam,47084,42729,170
21-05-2020,Assam,51730,46442,203
22-05-2020,Assam,55791,50450,259
23-05-2020,Assam,60405,54185,329
24-05-2020,Assam,66444,58972,378
25-05-2020,Assam,70029,62244,526
26-05-2020,Assam,72654,66562,616
29-05-2020,Assam,92390,84933,1024
30-05-2020,Assam,101257,91248,1185
31-05-2020,Assam,109097,101006,1272
02-06-2020,Assam,120375,111229,1513
03-06-2020,Assam,126726,117650,1672
04-06-2020,Assam,133029,122618,1988
06-06-2020,Assam,146605,136154,2397
07-06-2020,Assam,153326,142192,2565
09-06-2020,Assam,169842,159760,2937
11-06-2020,Assam,181108,171070,3319
12-06-2020,Assam,188090,177989,3498
15-06-2020,Assam,217088,Null,4158
16-06-2020,Assam,227109,Null,4319
17-06-2020,Assam,235214,Null,4605
18-06-2020,Assam,246590,Null,4861
19-06-2020,Assam,258797,Null,4904
20-06-2020,Assam,273047,Null,5006
21-06-2020,Assam,288306,Null,5388
22-06-2020,Assam,301557,Null,5586
23-06-2020,Assam,323258,Null,5853
24-06-2020,Assam,336091,Null,6282
25-06-2020,Assam,351753,Null,6646
26-06-2020,Assam,362713,Null,6646
27-06-2020,Assam,374519,Null,6919
28-06-2020,Assam,385299,Null,7165
29-06-2020,Assam,399393,Null,7492
30-06-2020,Assam,412214,Null,7835
01-07-2020,Assam,419878,Null,8547
02-07-2020,Assam,428866,Null,8955
03-07-2020,Assam,438882,Null,9434
04-07-2020,Assam,449629,Null,9799
05-07-2020,Assam,459143,Null,11001
06-07-2020,Assam,471221,Null,11736
07-07-2020,Assam,485156,Null,12522
09-07-2020,Assam,508973,Null,14032
10-07-2020,Assam,525485,Null,14600
11-07-2020,Assam,537831,Null,15536
12-07-2020,Assam,552376,Null,16071
13-07-2020,Assam,563482,Null,16806
14-07-2020,Assam,575867,Null,17807
15-07-2020,Assam,589202,Null,18666
16-07-2020,Assam,601385,Null,19754
17-07-2020,Assam,614743,Null,20646
18-07-2020,Assam,632372,Null,21864
19-07-2020,Assam,651179,Null,22981
20-07-2020,Assam,671191,Null,23999
21-07-2020,Assam,689343,Null,25092
22-07-2020,Assam,703374,Null,27744
23-07-2020,Assam,723287,Null,28791
24-07-2020,Assam,739465,Null,29921
25-07-2020,Assam,753939,Null,31086
26-07-2020,Assam,774484,Null,32228
27-07-2020,Assam,796226,Null,33576
28-07-2020,Assam,802674,Null,34947
29-07-2020,Assam,838043,Null,36295
30-07-2020,Assam,879071,Null,38407
31-07-2020,Assam,917395,Null,40269
01-08-2020,Assam,944556,Null,41726
02-08-2020,Assam,964499,Null,42904
03-08-2020,Assam,1006457,Null,45275
04-08-2020,Assam,1065521,Null,48161
05-08-2020,Assam,1124683,Null,50445
06-08-2020,Assam,1180336,Null,52817
07-08-2020,Assam,1238867,Null,55496
08-08-2020,Assam,1293712,Null,57714
09-08-2020,Assam,1318204,Null,58837
10-08-2020,Assam,1378629,Null,61737
11-08-2020,Assam,1430691,Null,64406
12-08-2020,Assam,1573800,Null,68999
13-08-2020,Assam,1635118,Null,71795
14-08-2020,Assam,1684721,Null,74501
15-08-2020,Assam,1705526,Null,Null
16-08-2020,Assam,1725893,Null,76875
17-08-2020,Assam,1775403,Null,79667
18-08-2020,Assam,1819819,Null,82201
19-08-2020,Assam,1860208,Null,84317
20-08-2020,Assam,1894584,Null,86052
21-08-2020,Assam,1930764,Null,87908
22-08-2020,Assam,1953804,Null,Null
23-08-2020,Assam,1972239,Null,Null
24-08-2020,Assam,2000909,Null,Null
25-08-2020,Assam,2035216,Null,Null
26-08-2020,Assam,2071441,Null,Null
27-08-2020,Assam,2106836,Null,Null
28-08-2020,Assam,2146938,Null,Null
29-08-2020,Assam,2183777,Null,Null
30-08-2020,Assam,2217879,Null,Null
31-08-2020,Assam,2262827,Null,Null
01-09-2020,Assam,2299893,Null,Null
02-09-2020,Assam,2347637,Null,Null
03-09-2020,Assam,2396483,Null,Null
04-09-2020,Assam,2436127,Null,Null
05-09-2020,Assam,2471274,Null,Null
06-09-2020,Assam,2494610,Null,Null
07-09-2020,Assam,2533221,Null,Null
08-09-2020,Assam,2567683,Null,Null
09-09-2020,Assam,2599245,Null,Null
10-09-2020,Assam,2634614,Null,Null
11-09-2020,Assam,2671027,Null,Null
12-09-2020,Assam,2702280,Null,Null
13-09-2020,Assam,2717795,Null,Null
14-09-2020,Assam,2750037,Null,Null
15-09-2020,Assam,2782807,Null,Null
16-09-2020,Assam,2815285,Null,Null
17-09-2020,Assam,2835842,Null,Null
18-09-2020,Assam,2871869,Null,Null
19-09-2020,Assam,2907044,Null,Null
20-09-2020,Assam,2926362,Null,Null
21-09-2020,Assam,2961965,Null,Null
22-09-2020,Assam,2991612,Null,Null
23-09-2020,Assam,3021508,Null,Null
24-09-2020,Assam,3050501,Null,Null
25-09-2020,Assam,3078746,Null,Null
26-09-2020,Assam,3104577,Null,Null
27-09-2020,Assam,3119924,Null,Null
28-09-2020,Assam,3240080,Null,Null
29-09-2020,Assam,3374650,Null,Null
30-09-2020,Assam,3523430,Null,Null
01-10-2020,Assam,3563210,Null,Null
02-10-2020,Assam,3591511,Null,Null
03-10-2020,Assam,3625167,Null,Null
04-10-2020,Assam,3638290,Null,Null
05-10-2020,Assam,3673960,Null,Null
06-10-2020,Assam,3705740,Null,Null
07-10-2020,Assam,3739086,Null,Null
08-10-2020,Assam,3771494,Null,Null
09-10-2020,Assam,3803080,Null,Null
10-10-2020,Assam,3830571,Null,Null
11-10-2020,Assam,3841947,Null,Null
12-10-2020,Assam,3949847,Null,Null
13-10-2020,Assam,4076126,Null,Null
14-10-2020,Assam,4215994,Null,Null
15-10-2020,Assam,4251034,Null,Null
16-10-2020,Assam,4285748,Null,Null
17-10-2020,Assam,4308877,Null,Null
18-10-2020,Assam,4322424,Null,Null
19-10-2020,Assam,4357380,Null,Null
20-10-2020,Assam,4395965,Null,Null
21-10-2020,Assam,4438417,Null,Null
22-10-2020,Assam,4472792,Null,Null
23-10-2020,Assam,4490288,Null,Null
24-10-2020,Assam,4502551,Null,Null
25-10-2020,Assam,4511304,Null,Null
26-10-2020,Assam,4525529,Null,Null
27-10-2020,Assam,4551693,Null,Null
28-10-2020,Assam,4577843,Null,Null
29-10-2020,Assam,4606145,Null,Null
30-10-2020,Assam,4631817,Null,Null
31-10-2020,Assam,4657839,Null,Null
01-11-2020,Assam,4669415,Null,Null
02-11-2020,Assam,4699749,Null,Null
03-11-2020,Assam,4728633,Null,Null
04-11-2020,Assam,4757659,Null,Null
05-11-2020,Assam,4785618,Null,Null
06-11-2020,Assam,4811501,Null,Null
07-11-2020,Assam,4834733,Null,Null
08-11-2020,Assam,4845718,Null,Null
09-11-2020,Assam,4874244,Null,Null
10-11-2020,Assam,4899583,Null,Null
11-11-2020,Assam,4926906,Null,Null
12-11-2020,Assam,4951256,Null,Null
13-11-2020,Assam,4977600,Null,Null
14-11-2020,Assam,4991216,Null,Null
15-11-2020,Assam,4999585,Null,Null
16-11-2020,Assam,5018957,Null,Null
17-11-2020,Assam,5043594,Null,Null
18-11-2020,Assam,5067078,Null,Null
19-11-2020,Assam,5089868,Null,Null
20-11-2020,Assam,5108138,Null,Null
21-11-2020,Assam,5127982,Null,Null
22-11-2020,Assam,5137976,Null,Null
23-11-2020,Assam,5163201,Null,Null
24-11-2020,Assam,5184973,Null,Null
25-11-2020,Assam,5209399,Null,Null
26-11-2020,Assam,5230177,Null,Null
27-11-2020,Assam,5256021,Null,Null
28-11-2020,Assam,5279948,Null,Null
29-11-2020,Assam,5291506,Null,Null
30-11-2020,Assam,5314189,Null,Null
01-12-2020,Assam,5342717,Null,Null
02-12-2020,Assam,5368608,Null,Null
03-12-2020,Assam,5396616,Null,Null
04-12-2020,Assam,5425067,Null,Null
05-12-2020,Assam,5449083,Null,Null
06-12-2020,Assam,5460597,Null,Null
07-12-2020,Assam,5490072,Null,Null
08-12-2020,Assam,5510027,Null,Null
09-12-2020,Assam,5538923,Null,Null
10-12-2020,Assam,5561572,Null,Null
11-12-2020,Assam,5582574,Null,Null
12-12-2020,Assam,5604468,Null,Null
13-12-2020,Assam,5615996,Null,Null
14-12-2020,Assam,5644556,Null,Null
15-12-2020,Assam,5670841,Null,Null
16-12-2020,Assam,5693810,Null,Null
17-12-2020,Assam,5717410,Null,Null
18-12-2020,Assam,5740172,Null,Null
19-12-2020,Assam,5760162,Null,Null
20-12-2020,Assam,5770309,Null,Null
21-12-2020,Assam,5794448,Null,Null
22-12-2020,Assam,5817612,Null,Null
23-12-2020,Assam,5839239,Null,Null
24-12-2020,Assam,5861134,Null,Null
25-12-2020,Assam,5872891,Null,Null
26-12-2020,Assam,5891165,Null,Null
27-12-2020,Assam,5901470,Null,Null
28-12-2020,Assam,5926250,Null,Null
29-12-2020,Assam,5949488,Null,Null
30-12-2020,Assam,5974986,Null,Null
31-12-2020,Assam,5997450,Null,Null
01-01-2021,Assam,6014286,Null,Null
02-01-2021,Assam,6038661,Null,Null
03-01-2021,Assam,6047033,Null,Null
04-01-2021,Assam,6071395,Null,Null
05-01-2021,Assam,6093608,Null,Null
06-01-2021,Assam,6116867,Null,Null
07-01-2021,Assam,6136824,Null,Null
08-01-2021,Assam,6155346,Null,Null
09-01-2021,Assam,6171341,Null,Null
10-01-2021,Assam,6179337,Null,Null
11-01-2021,Assam,6198370,Null,Null
12-01-2021,Assam,6214575,Null,Null
13-01-2021,Assam,6226872,Null,Null
14-01-2021,Assam,6232827,Null,Null
15-01-2021,Assam,6241227,Null,Null
16-01-2021,Assam,6255061,Null,Null
17-01-2021,Assam,6262239,Null,Null
18-01-2021,Assam,6280908,Null,Null
19-01-2021,Assam,6298494,Null,Null
20-01-2021,Assam,6314289,Null,Null
21-01-2021,Assam,6331271,Null,Null
22-01-2021,Assam,6348913,Null,Null
23-01-2021,Assam,6363340,Null,Null
24-01-2021,Assam,6369654,Null,Null
25-01-2021,Assam,6388162,Null,Null
26-01-2021,Assam,6395713,Null,Null
27-01-2021,Assam,6412217,Null,Null
28-01-2021,Assam,6429030,Null,Null
29-01-2021,Assam,6445513,Null,Null
30-01-2021,Assam,6459972,Null,Null
31-01-2021,Assam,6465926,Null,Null
01-02-2021,Assam,6482747,Null,Null
02-02-2021,Assam,6498609,Null,Null
03-02-2021,Assam,6514682,Null,Null
04-02-2021,Assam,6530025,Null,Null
05-02-2021,Assam,6546265,Null,Null
06-02-2021,Assam,6561527,Null,Null
07-02-2021,Assam,6567763,Null,Null
08-02-2021,Assam,6586636,Null,Null
09-02-2021,Assam,6603122,Null,Null
10-02-2021,Assam,6621149,Null,Null
11-02-2021,Assam,6636931,Null,Null
12-02-2021,Assam,6651866,Null,Null
13-02-2021,Assam,6665457,Null,Null
14-02-2021,Assam,6671847,Null,Null
15-02-2021,Assam,6687517,Null,Null
16-02-2021,Assam,6699439,Null,Null
17-02-2021,Assam,6714092,Null,Null
18-02-2021,Assam,6727393,Null,Null
19-02-2021,Assam,6741534,Null,Null
20-02-2021,Assam,6755773,Null,Null
21-02-2021,Assam,6761696,Null,Null
22-02-2021,Assam,6777232,Null,Null
23-02-2021,Assam,6791871,Null,Null
24-02-2021,Assam,6806954,Null,Null
25-02-2021,Assam,6820414,Null,Null
26-02-2021,Assam,6832623,Null,Null
27-02-2021,Assam,6844652,Null,Null
28-02-2021,Assam,6850204,Null,Null
01-03-2021,Assam,6864937,Null,Null
02-03-2021,Assam,6878793,Null,Null
03-03-2021,Assam,6892401,Null,Null
04-03-2021,Assam,6905061,Null,Null
05-03-2021,Assam,6918612,Null,Null
06-03-2021,Assam,6930530,Null,Null
07-03-2021,Assam,6936521,Null,Null
08-03-2021,Assam,6951764,Null,Null
09-03-2021,Assam,6965973,Null,Null
10-03-2021,Assam,6980144,Null,Null
11-03-2021,Assam,6991954,Null,Null
12-03-2021,Assam,7004429,Null,Null
13-03-2021,Assam,7015053,Null,Null
14-03-2021,Assam,7020154,Null,Null
15-03-2021,Assam,7034805,Null,Null
16-03-2021,Assam,7049339,Null,Null
17-03-2021,Assam,7062543,Null,Null
18-03-2021,Assam,7076079,Null,Null
19-03-2021,Assam,7089297,Null,Null
20-03-2021,Assam,7102521,Null,Null
21-03-2021,Assam,7109925,Null,Null
22-03-2021,Assam,7125829,Null,Null
23-03-2021,Assam,7140065,Null,Null
24-03-2021,Assam,7155821,Null,Null
25-03-2021,Assam,7170030,Null,Null
26-03-2021,Assam,7184142,Null,Null
27-03-2021,Assam,7193204,Null,Null
28-03-2021,Assam,7198536,Null,Null
29-03-2021,Assam,7205649,Null,Null
30-03-2021,Assam,7218433,Null,Null
31-03-2021,Assam,7231399,Null,Null
01-04-2021,Assam,7243652,Null,Null
02-04-2021,Assam,7255974,Null,Null
03-04-2021,Assam,7271998,Null,Null
04-04-2021,Assam,7279073,Null,Null
05-04-2021,Assam,7296678,Null,Null
06-04-2021,Assam,7311418,Null,Null
07-04-2021,Assam,7332580,Null,Null
08-04-2021,Assam,7355468,Null,Null
09-04-2021,Assam,7380587,Null,Null
10-04-2021,Assam,7448662,Null,Null
11-04-2021,Assam,7521991,Null,Null
12-04-2021,Assam,7624173,Null,Null
13-04-2021,Assam,7683483,Null,Null
14-04-2021,Assam,7713548,Null,Null
15-04-2021,Assam,7731871,Null,Null
16-04-2021,Assam,7764292,Null,Null
17-04-2021,Assam,7807560,Null,Null
18-04-2021,Assam,7830860,Null,Null
19-04-2021,Assam,7896270,Null,Null
20-04-2021,Assam,7963421,Null,Null
21-04-2021,Assam,8025528,Null,Null
22-04-2021,Assam,8098956,Null,Null
23-04-2021,Assam,8171361,Null,Null
24-04-2021,Assam,8240455,Null,Null
25-04-2021,Assam,8274129,Null,Null
26-04-2021,Assam,8347310,Null,Null
27-04-2021,Assam,8409938,Null,Null
28-04-2021,Assam,8465418,Null,Null
29-04-2021,Assam,8532696,Null,Null
30-04-2021,Assam,8604935,Null,Null
01-05-2021,Assam,8658937,Null,Null
02-05-2021,Assam,8682755,Null,Null
03-05-2021,Assam,8738694,Null,Null
04-05-2021,Assam,8793697,Null,Null
05-05-2021,Assam,8845771,Null,Null
06-05-2021,Assam,8907148,Null,Null
07-05-2021,Assam,8975466,Null,Null
08-05-2021,Assam,9040606,Null,Null
09-05-2021,Assam,9076741,Null,Null
10-05-2021,Assam,9148938,Null,Null
11-05-2021,Assam,9217510,Null,Null
12-05-2021,Assam,9281466,Null,Null
13-05-2021,Assam,9341060,Null,Null
14-05-2021,Assam,9385117,Null,Null
15-05-2021,Assam,9449818,Null,Null
16-05-2021,Assam,9492702,Null,Null
17-05-2021,Assam,9584183,Null,Null
18-05-2021,Assam,9674434,Null,Null
19-05-2021,Assam,9776474,Null,Null
20-05-2021,Assam,9879158,Null,Null
21-05-2021,Assam,9982316,Null,Null
22-05-2021,Assam,10089714,Null,Null
23-05-2021,Assam,10152436,Null,Null
24-05-2021,Assam,10273104,Null,Null
25-05-2021,Assam,10387419,Null,Null
26-05-2021,Assam,10503538,Null,Null
27-05-2021,Assam,10622979,Null,Null
28-05-2021,Assam,10745956,Null,Null
29-05-2021,Assam,10862518,Null,Null
30-05-2021,Assam,10934116,Null,Null
31-05-2021,Assam,11045702,Null,Null
01-06-2021,Assam,11161215,Null,Null
02-06-2021,Assam,11264137,Null,Null
03-06-2021,Assam,11371212,Null,Null
04-06-2021,Assam,11494805,Null,Null
05-06-2021,Assam,11610773,Null,Null
06-06-2021,Assam,11684421,Null,Null
07-06-2021,Assam,11808737,Null,Null
08-06-2021,Assam,11941949,Null,Null
09-06-2021,Assam,12057755,Null,Null
10-06-2021,Assam,12180068,Null,Null
11-06-2021,Assam,12349596,Null,Null
12-06-2021,Assam,12511492,Null,Null
13-06-2021,Assam,12611947,Null,Null
14-06-2021,Assam,12757993,Null,Null
15-06-2021,Assam,12890922,Null,Null
16-06-2021,Assam,13020975,Null,Null
17-06-2021,Assam,13175239,Null,Null
18-06-2021,Assam,13347159,Null,Null
19-06-2021,Assam,13508579,Null,Null
20-06-2021,Assam,13586629,Null,Null
21-06-2021,Assam,13757485,Null,Null
22-06-2021,Assam,13910205,Null,Null
23-06-2021,Assam,14076432,Null,Null
24-06-2021,Assam,14200451,Null,Null
25-06-2021,Assam,14339556,Null,Null
26-06-2021,Assam,14467443,Null,Null
27-06-2021,Assam,14522574,Null,Null
28-06-2021,Assam,14656117,Null,Null
29-06-2021,Assam,14757339,Null,Null
30-06-2021,Assam,14848791,Null,Null
01-07-2021,Assam,14986456,Null,Null
02-07-2021,Assam,15140437,Null,Null
03-07-2021,Assam,15274522,Null,Null
04-07-2021,Assam,15328370,Null,Null
05-07-2021,Assam,15444912,Null,Null
06-07-2021,Assam,15545174,Null,Null
07-07-2021,Assam,15646903,Null,Null
08-07-2021,Assam,15753663,Null,Null
09-07-2021,Assam,15870750,Null,Null
10-07-2021,Assam,16004058,Null,Null
11-07-2021,Assam,16101315,Null,Null
12-07-2021,Assam,16269676,Null,Null
13-07-2021,Assam,16394057,Null,Null
14-07-2021,Assam,16526614,Null,Null
15-07-2021,Assam,16647522,Null,Null
16-07-2021,Assam,16775012,Null,Null
17-07-2021,Assam,16908772,Null,Null
18-07-2021,Assam,16980318,Null,Null
19-07-2021,Assam,17133089,Null,Null
20-07-2021,Assam,17275106,Null,Null
21-07-2021,Assam,17349220,Null,Null
22-07-2021,Assam,17508765,Null,Null
23-07-2021,Assam,17655940,Null,Null
24-07-2021,Assam,17774829,Null,Null
25-07-2021,Assam,17848336,Null,Null
26-07-2021,Assam,18015182,Null,Null
27-07-2021,Assam,18170677,Null,Null
28-07-2021,Assam,18283009,Null,Null
29-07-2021,Assam,18411693,Null,Null
30-07-2021,Assam,18523825,Null,Null
31-07-2021,Assam,18631110,Null,Null
01-08-2021,Assam,18722233,Null,Null
02-08-2021,Assam,18898430,Null,Null
03-08-2021,Assam,19052532,Null,Null
04-08-2021,Assam,19171720,Null,Null
05-08-2021,Assam,19303582,Null,Null
06-08-2021,Assam,19418631,Null,Null
07-08-2021,Assam,19537533,Null,Null
08-08-2021,Assam,19596261,Null,Null
09-08-2021,Assam,19736715,Null,Null
10-08-2021,Assam,19850867,Null,Null
05-04-2020,Bihar,3037,2299,32
08-04-2020,Bihar,4596,Null,38
09-04-2020,Bihar,4991,Null,43
10-04-2020,Bihar,5457,Null,60
11-04-2020,Bihar,6250,Null,61
12-04-2020,Bihar,6703,Null,64
13-04-2020,Bihar,7263,Null,65
14-04-2020,Bihar,7727,Null,62
15-04-2020,Bihar,8263,Null,66
16-04-2020,Bihar,8846,Null,72
17-04-2020,Bihar,9486,Null,83
18-04-2020,Bihar,10130,Null,85
19-04-2020,Bihar,10745,Null,92
20-04-2020,Bihar,11319,Null,96
21-04-2020,Bihar,11999,Null,115
22-04-2020,Bihar,12978,Null,136
23-04-2020,Bihar,13785,Null,148
24-04-2020,Bihar,14924,Null,176
25-04-2020,Bihar,15885,Null,238
26-04-2020,Bihar,17041,Null,255
27-04-2020,Bihar,18179,Null,328
28-04-2020,Bihar,19790,Null,346
29-04-2020,Bihar,21180,Null,383
30-04-2020,Bihar,22672,Null,409
01-05-2020,Bihar,24118,Null,466
02-05-2020,Bihar,25724,Null,476
03-05-2020,Bihar,26951,Null,485
04-05-2020,Bihar,28345,Null,525
05-05-2020,Bihar,28791,Null,529
06-05-2020,Bihar,29328,Null,539
07-05-2020,Bihar,29841,Null,547
08-05-2020,Bihar,30320,Null,564
09-05-2020,Bihar,31552,Null,585
10-05-2020,Bihar,32670,Null,653
11-05-2020,Bihar,34662,Null,714
12-05-2020,Bihar,37430,Null,796
13-05-2020,Bihar,39149,Null,909
14-05-2020,Bihar,40782,Null,970
15-05-2020,Bihar,42645,Null,1010
16-05-2020,Bihar,44340,Null,1083
17-05-2020,Bihar,45729,Null,1193
18-05-2020,Bihar,46996,Null,1391
19-05-2020,Bihar,50563,Null,1495
20-05-2020,Bihar,53361,Null,1607
21-05-2020,Bihar,55692,Null,1881
22-05-2020,Bihar,58481,Null,2098
23-05-2020,Bihar,61220,Null,2344
24-05-2020,Bihar,63741,Null,2507
27-05-2020,Bihar,68262,Null,3010
28-05-2020,Bihar,70275,Null,3106
29-05-2020,Bihar,72256,Null,3276
30-05-2020,Bihar,73929,Null,3511
31-05-2020,Bihar,75737,Null,3692
01-06-2020,Bihar,78090,Null,3872
02-06-2020,Bihar,81413,Null,4049
03-06-2020,Bihar,84729,Null,4273
04-06-2020,Bihar,88313,Null,4420
05-06-2020,Bihar,91903,Null,4551
06-06-2020,Bihar,95473,Null,4745
07-06-2020,Bihar,99108,Null,4972
08-06-2020,Bihar,102318,Null,5176
09-06-2020,Bihar,105588,Null,5364
10-06-2020,Bihar,109483,Null,5583
11-06-2020,Bihar,113225,Null,5807
12-06-2020,Bihar,116671,Null,6043
13-06-2020,Bihar,120086,Null,6183
14-06-2020,Bihar,123629,Null,6355
15-06-2020,Bihar,127126,Null,6581
16-06-2020,Bihar,130783,Null,6736
17-06-2020,Bihar,134402,Null,6889
18-06-2020,Bihar,139584,Null,6993
19-06-2020,Bihar,145562,Null,7178
20-06-2020,Bihar,151148,Null,7380
21-06-2020,Bihar,156926,Null,7602
22-06-2020,Bihar,163476,Null,7808
23-06-2020,Bihar,169401,Null,7974
24-06-2020,Bihar,175103,Null,8180
25-06-2020,Bihar,181737,Null,8381
26-06-2020,Bihar,189643,Null,8611
27-06-2020,Bihar,198385,Null,8859
28-06-2020,Bihar,205832,Null,9117
29-06-2020,Bihar,212659,Null,9506
30-06-2020,Bihar,220890,Null,9744
01-07-2020,Bihar,228689,Null,10075
02-07-2020,Bihar,235980,Null,10392
03-07-2020,Bihar,243167,Null,10911
04-07-2020,Bihar,251097,Null,11457
05-07-2020,Bihar,257896,Null,11860
06-07-2020,Bihar,264109,Null,12140
07-07-2020,Bihar,269277,Null,12525
08-07-2020,Bihar,275554,Null,13274
09-07-2020,Bihar,284059,Null,13978
10-07-2020,Bihar,291654,Null,14330
11-07-2020,Bihar,300762,Null,15039
12-07-2020,Bihar,310013,Null,16305
13-07-2020,Bihar,319142,Null,17421
14-07-2020,Bihar,329160,Null,18853
15-07-2020,Bihar,337212,Null,20173
16-07-2020,Bihar,347457,Null,21558
17-07-2020,Bihar,357730,Null,23300
18-07-2020,Bihar,368232,Null,24967
19-07-2020,Bihar,378508,Null,26379
20-07-2020,Bihar,388626,Null,27455
21-07-2020,Bihar,398929,Null,28564
22-07-2020,Bihar,409088,Null,30066
23-07-2020,Bihar,419208,Null,31691
24-07-2020,Bihar,429664,Null,33511
25-07-2020,Bihar,442125,Null,36314
26-07-2020,Bihar,456324,Null,38919
27-07-2020,Bihar,470560,Null,41111
28-07-2020,Bihar,486835,Null,43591
29-07-2020,Bihar,504629,Null,45919
30-07-2020,Bihar,525430,Null,48001
31-07-2020,Bihar,548172,Null,50987
01-08-2020,Bihar,576796,Null,54508
02-08-2020,Bihar,612415,Null,57270
03-08-2020,Bihar,648939,Null,59567
04-08-2020,Bihar,687154,Null,62301
05-08-2020,Bihar,739078,Null,64732
06-08-2020,Bihar,799332,Null,68148
07-08-2020,Bihar,870852,Null,71794
08-08-2020,Bihar,946278,Null,75786
09-08-2020,Bihar,1021906,Null,79720
10-08-2020,Bihar,1097252,Null,82741
11-08-2020,Bihar,1180566,Null,86812
12-08-2020,Bihar,1272980,Null,90553
13-08-2020,Bihar,1377432,Null,Null
14-08-2020,Bihar,1498752,Null,Null
15-08-2020,Bihar,1612250,Null,Null
16-08-2020,Bihar,1679462,Null,Null
